date,threshold_c,observed_km2,trend_km2,seasonal_km2,remainder_km2,year
1981-09-01,28,29835886.3,29010889.15,2378880.236,-1553883.087,1981
1981-09-02,28,26064029.25,29016271.54,1247247.822,-4199490.113,1981
1981-09-03,28,25604790.62,29021645.04,1293971.088,-4710825.511,1981
1981-09-04,28,25539163.05,29027009.63,792931.294,-4280777.874,1981
1981-09-05,28,27255430.08,29032365.28,1534376.937,-3311312.133,1981
1981-09-06,28,25102483.67,29037711.96,2249774.482,-6185002.767,1981
1981-09-07,28,27231195.81,29043049.64,1594844.065,-3406697.898,1981
1981-09-08,28,27933307.92,29048378.31,1628534.03,-2743604.425,1981
1981-09-09,28,29132702.01,29053697.94,1489756.77,-1410752.705,1981
1981-09-10,28,30521017.29,29059008.51,1510589.909,-48581.12838,1981
1981-09-11,28,32489275.48,29064309.99,2254706.643,1170258.851,1981
1981-09-12,28,33166079.56,29069602.35,2766009.308,1330467.903,1981
1981-09-13,28,32620591.65,29074885.57,2670813.007,874893.0686,1981
1981-09-14,28,32245513.63,29080159.64,2568315.883,597038.108,1981
1981-09-15,28,31795211.22,29085424.52,2124076.133,585710.5709,1981
1981-09-16,28,32017248.63,29090680.18,2210902.483,715665.9642,1981
1981-09-17,28,31324705,29095926.61,2250323.895,-21545.50783,1981
1981-09-18,28,29220891.06,29101163.78,2784717.951,-2664990.672,1981
1981-09-19,28,30003142.37,29106391.66,2714591.845,-1817841.136,1981
1981-09-20,28,28862323.05,29111610.23,4041395.158,-4290682.338,1981
1981-09-21,28,29099889.6,29116819.46,3258573.128,-3275502.99,1981
1981-09-22,28,27482269.77,29122019.33,3846023.416,-5485772.978,1981
1981-09-23,28,30285334.41,29127209.82,3726475.357,-2568350.764,1981
1981-09-24,28,31733155.24,29132390.89,3699090.017,-1098325.67,1981
1981-09-25,28,31044783.53,29137562.54,3514594.459,-1607373.467,1981
1981-09-26,28,30879608.57,29142724.73,3852276.124,-2115392.281,1981
1981-09-27,28,31140939.18,29147877.44,3524068.04,-1531006.297,1981
1981-09-28,28,30590566.17,29153020.65,2736873.782,-1299328.259,1981
1981-09-29,28,28737142.03,29158154.33,2939763.06,-3360775.363,1981
1981-09-30,28,28720901.04,29163278.47,3285429.019,-3727806.453,1981
1981-10-01,28,29533522.28,29168393.05,3173915.503,-2808786.271,1981
1981-10-02,28,29955918.73,29173498.03,3359197.713,-2576777.015,1981
1981-10-03,28,29488488.45,29178593.41,3462859.914,-3152964.87,1981
1981-10-04,28,28960967.93,29183679.15,3239946.17,-3462657.388,1981
1981-10-05,28,27848966.51,29188755.24,3077243.195,-4417031.924,1981
1981-10-06,28,27570437.35,29193821.66,3035651.609,-4659035.918,1981
1981-10-07,28,28525834.42,29198878.39,3452792.992,-4125836.958,1981
1981-10-08,28,30201982.81,29203925.4,3199687.023,-2201629.617,1981
1981-10-09,28,30625985.54,29208962.69,3430473.47,-2013450.621,1981
1981-10-10,28,30891597.72,29213990.23,3665705.92,-1988098.43,1981
1981-10-11,28,30676198.52,29219008,3654141.494,-2196950.979,1981
1981-10-12,28,29553573.93,29224015.99,3055580.325,-2726022.39,1981
1981-10-13,28,30014650.87,29229014.18,3311101.391,-2525464.704,1981
1981-10-14,28,31725770.88,29234002.55,2949520.958,-457752.6314,1981
1981-10-15,28,32232075.62,29238981.09,3203986.64,-210892.107,1981
1981-10-16,28,32193417.82,29243949.77,3379020.635,-429552.583,1981
1981-10-17,28,32976947.82,29248908.58,3637491.322,90547.91813,1981
1981-10-18,28,33662060.35,29253857.5,3800396.115,607806.7307,1981
1981-10-19,28,33332993.06,29258796.52,3249241.139,824955.3959,1981
1981-10-20,28,34126190.95,29263725.62,2881003.819,1981461.506,1981
1981-10-21,28,35609941.43,29268644.79,2384649.114,3956647.531,1981
1981-10-22,28,35716276.02,29273553.99,2365507.829,4077214.201,1981
1981-10-23,28,34495264.18,29278453.22,2128793.464,3088017.495,1981
1981-10-24,28,33972542.96,29283342.46,2105576.779,2583623.721,1981
1981-10-25,28,33058513.53,29288221.69,2190574.944,1579716.901,1981
1981-10-26,28,32819635.97,29293090.88,2557918.638,968626.4528,1981
1981-10-27,28,32467129,29297950.02,2595177.985,574000.9927,1981
1981-10-28,28,30169549.71,29302799.09,2334887.109,-1468136.492,1981
1981-10-29,28,28673521.61,29307638.07,2180114.273,-2814230.735,1981
1981-10-30,28,29605047.93,29312466.94,2542323.036,-2249742.046,1981
1981-10-31,28,28161547.6,29317285.68,2319997.652,-3475735.728,1981
1981-11-01,28,27635127.47,29322094.26,2637389.182,-4324355.974,1981
1981-11-02,28,27835849.71,29326892.68,2327181.488,-3818224.457,1981
1981-11-03,28,27356282.76,29331680.91,2546700.622,-4522098.769,1981
1981-11-04,28,27209845,29336458.93,2764635.614,-4891249.543,1981
1981-11-05,28,27187751.4,29341226.73,2952232.309,-5105707.636,1981
1981-11-06,28,27043034.91,29345984.28,2196810.28,-4499759.655,1981
1981-11-07,28,26280794.37,29350731.59,2139692.492,-5209629.707,1981
1981-11-08,28,26450356.53,29355468.61,1390022.415,-4295134.498,1981
1981-11-09,28,25216186.86,29360195.35,792019.7127,-4936028.204,1981
1981-11-10,28,26485204.61,29364911.79,1044230.737,-3923937.913,1981
1981-11-11,28,26931125.76,29369617.9,958494.4444,-3396986.586,1981
1981-11-12,28,26513624.3,29374313.69,1171651.47,-4032340.856,1981
1981-11-13,28,26109185.36,29378999.12,1077471.019,-4347284.782,1981
1981-11-14,28,26307543.21,29383674.2,848352.401,-3924483.392,1981
1981-11-15,28,27089727.1,29388338.91,834635.5364,-3133247.344,1981
1981-11-16,28,29277086.99,29392993.23,832819.1252,-948725.3643,1981
1981-11-17,28,28803762.6,29397637.15,670993.1439,-1264867.699,1981
1981-11-18,28,28030453.93,29402270.67,355474.4818,-1727291.224,1981
1981-11-19,28,28271367.44,29406893.77,556118.0063,-1691644.336,1981
1981-11-20,28,27707029.85,29411506.44,852562.7393,-2557039.326,1981
1981-11-21,28,27872962.72,29416108.66,1089943.054,-2633088.996,1981
1981-11-22,28,28162827.55,29420700.43,998523.4115,-2256396.296,1981
1981-11-23,28,28766214.08,29425281.74,823494.3886,-1482562.052,1981
1981-11-24,28,29504200.63,29429852.58,1340131.51,-1265783.459,1981
1981-11-25,28,31580477.52,29434412.93,1271530.8,874533.7874,1981
1981-11-26,28,32166466.82,29438962.79,1159430.345,1568073.683,1981
1981-11-27,28,32168100.23,29443502.15,839037.6443,1885560.437,1981
1981-11-28,28,31508372.14,29448030.99,795953.7461,1264387.401,1981
1981-11-29,28,30904830.74,29452549.31,759675.6008,692605.8254,1981
1981-11-30,28,30979389.95,29457057.1,771541.0554,750791.7936,1981
1981-12-01,28,31455168.89,29461554.34,1149096.633,844517.9125,1981
1981-12-02,28,31958595.17,29466041.03,1121095.59,1371458.548,1981
1981-12-03,28,31165334.45,29470517.15,664028.974,1030788.322,1981
1981-12-04,28,30314663.58,29474982.7,365722.7159,473958.1635,1981
1981-12-05,28,29728206.03,29479437.66,-14786.26483,263554.6363,1981
1981-12-06,28,28420494.11,29483882.02,-518861.3939,-544526.5135,1981
1981-12-07,28,26824799.64,29488315.77,-1016893.213,-1646622.913,1981
1981-12-08,28,26082445.29,29492738.89,-1518053.945,-1892239.659,1981
1981-12-09,28,26687441.96,29497151.39,-1867989.972,-941719.4574,1981
1981-12-10,28,26699614.14,29501553.24,-1150502.876,-1651436.226,1981
1981-12-11,28,25602073.07,29505944.44,-1386521.333,-2517350.038,1981
1981-12-12,28,25042507.57,29510324.98,-1648066.869,-2819750.537,1981
1981-12-13,28,25333570.4,29514694.84,-1747073.535,-2434050.904,1981
1981-12-14,28,24859589.08,29519054.02,-1941314.183,-2718150.755,1981
1981-12-15,28,25056346.01,29523402.51,-2051877.722,-2415178.773,1981
1981-12-16,28,24333225.38,29527740.29,-2212490.242,-2982024.67,1981
1981-12-17,28,23744035.44,29532067.37,-2876459.979,-2911571.95,1981
1981-12-18,28,21433294.34,29536383.73,-2904077.454,-5199011.935,1981
1981-12-19,28,22083632.23,29540689.36,-2895574.185,-4561482.947,1981
1981-12-20,28,22176311.81,29544984.26,-2857777.857,-4510894.597,1981
1981-12-21,28,23750108.96,29549268.43,-2882169.96,-2916989.506,1981
1981-12-22,28,25565640.02,29553541.84,-3183357.897,-804543.9262,1981
1981-12-23,28,26781846.87,29557804.51,-2722502.08,-53455.55908,1981
1981-12-24,28,27289562.38,29562056.42,-2691866.641,419372.6027,1981
1981-12-25,28,26456398.25,29566297.57,-3174931.543,65032.2275,1981
1981-12-26,28,26448863.55,29570527.94,-3183531.043,61866.64904,1981
1981-12-27,28,26039692.56,29574747.55,-3019856.346,-515198.6432,1981
1981-12-28,28,25221601.42,29578956.38,-3501275.161,-856079.794,1981
1981-12-29,28,26819821.6,29583154.42,-3532005.267,768672.4506,1981
1981-12-30,28,26439795.28,29587341.67,-3505154.481,357608.0926,1981
1981-12-31,28,27559364.77,29591518.12,-3173825.526,1141672.171,1981
1982-01-01,28,27862046.94,29595683.78,-3298023.575,1564386.734,1982
1982-01-02,28,28659478.64,29599838.63,-3314396.935,2374036.945,1982
1982-01-03,28,28128301.02,29603982.67,-3228231.667,1752550.018,1982
1982-01-04,28,27169381.75,29608115.89,-3276338.931,837604.7915,1982
1982-01-05,28,23421130.16,29612238.29,-3454495.146,-2736612.98,1982
1982-01-06,28,23488397.09,29616349.85,-3409373.424,-2718579.339,1982
1982-01-07,28,23304887.69,29620450.58,-3228450.041,-3087112.854,1982
1982-01-08,28,23792997.98,29624540.48,-3065301.408,-2766241.087,1982
1982-01-09,28,23032236.87,29628619.52,-3093103.921,-3503278.73,1982
1982-01-10,28,23398005.59,29632687.71,-3600829.024,-2633853.101,1982
1982-01-11,28,24616425.17,29636745.05,-3682664.433,-1337655.451,1982
1982-01-12,28,24956982.88,29640791.54,-3749176.082,-934632.5729,1982
1982-01-13,28,24527595.73,29644827.15,-4143350.189,-973881.2355,1982
1982-01-14,28,22423568.58,29648851.91,-4055942.076,-3169341.252,1982
1982-01-15,28,22162481.8,29652865.79,-4088459.783,-3401924.211,1982
1982-01-16,28,22009895.89,29656868.81,-3975258.547,-3671714.371,1982
1982-01-17,28,23513935.69,29660860.95,-3789854.028,-2357071.23,1982
1982-01-18,28,25188107.6,29664842.21,-3377859.774,-1098874.84,1982
1982-01-19,28,23814625.26,29668812.6,-3097725.476,-2756461.866,1982
1982-01-20,28,23918129.19,29672772.11,-3278347.659,-2476295.264,1982
1982-01-21,28,25112684.01,29676720.74,-3270370.804,-1293665.93,1982
1982-01-22,28,26110029.04,29680658.5,-3501508.242,-69121.21425,1982
1982-01-23,28,26499577.79,29684585.37,-3917305.042,732297.4635,1982
1982-01-24,28,23923828.28,29688501.36,-4476911.193,-1287761.889,1982
1982-01-25,28,23945827.26,29692406.47,-4445699.09,-1300880.124,1982
1982-01-26,28,23425254.7,29696300.71,-4718976.454,-1552069.554,1982
1982-01-27,28,22728943.81,29700184.06,-5289647.371,-1681592.88,1982
1982-01-28,28,21639901.97,29704056.54,-5717632.99,-2346521.576,1982
1982-01-29,28,21498153.23,29707918.13,-5818660.68,-2391104.223,1982
1982-01-30,28,20647381.04,29711768.85,-6183164.739,-2881223.074,1982
1982-01-31,28,20722299.05,29715608.7,-6579380.975,-2413928.672,1982
1982-02-01,28,20748839.26,29719437.67,-6341534.673,-2629063.736,1982
1982-02-02,28,21547112.47,29723255.77,-6125865.444,-2050277.856,1982
1982-02-03,28,21614340.73,29727063,-6282284.538,-1830437.736,1982
1982-02-04,28,21220837.5,29730859.37,-6010187.357,-2499834.515,1982
1982-02-05,28,21819261.22,29734644.88,-6227447.221,-1687936.439,1982
1982-02-06,28,22942612.33,29738419.53,-6086400.034,-709407.1662,1982
1982-02-07,28,23413219.36,29742183.33,-5489496.278,-839467.6902,1982
1982-02-08,28,22703831.31,29745936.28,-4935038.615,-2107066.353,1982
1982-02-09,28,22882834.31,29749678.38,-5144558.292,-1722285.78,1982
1982-02-10,28,22698955.48,29753409.65,-4295619.876,-2758834.293,1982
1982-02-11,28,23419635.15,29757130.08,-4187844.026,-2149650.906,1982
1982-02-12,28,23227368.11,29760839.69,-4265094.524,-2268377.053,1982
1982-02-13,28,22803288.56,29764538.47,-4327944.103,-2633305.807,1982
1982-02-14,28,22631565.18,29768226.44,-5265468.757,-1871192.502,1982
1982-02-15,28,23375508.24,29771903.6,-4774181.005,-1622214.354,1982
1982-02-16,28,24331013.19,29775569.96,-4407557.304,-1036999.465,1982
1982-02-17,28,24901724.78,29779225.52,-4642695.355,-234805.3889,1982
1982-02-18,28,25847598.94,29782870.3,-4310662.088,375390.7232,1982
1982-02-19,28,26005040.01,29786504.31,-5278383.408,1496919.111,1982
1982-02-20,28,26793973.24,29790127.54,-3964741.174,968586.8728,1982
1982-02-21,28,27403068.78,29793740.01,-4104603.625,1713932.392,1982
1982-02-22,28,27724879.95,29797341.73,-4185894.345,2113432.562,1982
1982-02-23,28,27269482.34,29800932.71,-4057089.347,1525638.981,1982
1982-02-24,28,26418001.78,29804512.94,-4626831.536,1240320.374,1982
1982-02-25,28,25433181.96,29808082.45,-4628001.078,253100.5895,1982
1982-02-26,28,23881905.38,29811641.23,-4408788.106,-1520947.746,1982
1982-02-27,28,23628527.79,29815189.3,-4618920.131,-1567741.382,1982
1982-02-28,28,20188883.66,29818726.67,-4685301.544,-4944541.463,1982
1982-03-01,28,20988085.9,29822253.33,-4547649.961,-4286517.472,1982
1982-03-02,28,20678954.01,29825769.31,-4803146.236,-4343669.064,1982
1982-03-03,28,23539724.48,29829274.61,-5110640.402,-1178909.727,1982
1982-03-04,28,24262226.14,29832769.24,-5116075.508,-454467.5913,1982
1982-03-05,28,24747921.71,29836253.21,-4941950.172,-146381.3292,1982
1982-03-06,28,23225392.55,29839726.54,-5167548.669,-1446785.318,1982
1982-03-07,28,23326716.29,29843189.22,-4502493.133,-2013979.801,1982
1982-03-08,28,22548179.51,29846641.29,-4017674.216,-3280787.56,1982
1982-03-09,28,21594521.45,29850082.73,-3352309.735,-4903251.549,1982
1982-03-10,28,21662415.46,29853513.58,-3450510.494,-4740587.627,1982
1982-03-11,28,22437507.83,29856933.84,-3234483.76,-4184942.25,1982
1982-03-12,28,23379029.3,29860343.52,-2352648.163,-4128666.058,1982
1982-03-13,28,23623739.45,29863742.64,-2306448.54,-3933554.651,1982
1982-03-14,28,23776865.68,29867131.22,-2678097.285,-3412168.25,1982
1982-03-15,28,25270524.57,29870509.26,-2042150.838,-2557833.848,1982
1982-03-16,28,24148984.21,29873876.78,-2875172.122,-2849720.45,1982
1982-03-17,28,22318007.8,29877233.81,-2247014.16,-5312211.846,1982
1982-03-18,28,24087041.23,29880580.35,-2099210.928,-3694328.189,1982
1982-03-19,28,25309966.19,29883916.42,-2165715.55,-2408234.681,1982
1982-03-20,28,26915008.69,29887242.05,-2757070.879,-215162.4794,1982
1982-03-21,28,27434153.91,29890557.24,-2898619.848,442216.5133,1982
1982-03-22,28,28020353.22,29893862.03,-2298406.303,424897.4932,1982
1982-03-23,28,28516474.8,29897156.42,-2578211.109,1197529.486,1982
1982-03-24,28,24915321.2,29900440.44,-1957491.198,-3027628.044,1982
1982-03-25,28,24147784.21,29903714.11,-1811862.203,-3944067.693,1982
1982-03-26,28,26041483.73,29906977.44,-2315016.661,-1550477.045,1982
1982-03-27,28,27437154.77,29910230.45,-1844239.404,-628836.2765,1982
1982-03-28,28,27904996.07,29913473.17,-1031362.795,-977114.3054,1982
1982-03-29,28,27396033.69,29916705.62,-1511856.557,-1008815.371,1982
1982-03-30,28,27376030.8,29919927.81,-518796.4829,-2025100.529,1982
1982-03-31,28,28043193.88,29923139.78,-74088.49556,-1805857.4,1982
1982-04-01,28,29836056.06,29926341.53,1034649.449,-1124934.919,1982
1982-04-02,28,31161358.18,29929533.1,-32809.27977,1264634.361,1982
1982-04-03,28,30542941.06,29932714.5,667100.58,-56874.02452,1982
1982-04-04,28,30800452.12,29935885.77,131229.7502,733336.6004,1982
1982-04-05,28,31402730.7,29939046.92,626233.4264,837450.3564,1982
1982-04-06,28,32385845.04,29942197.97,1146712.224,1296934.845,1982
1982-04-07,28,34107295.89,29945338.95,887153.2381,3274803.698,1982
1982-04-08,28,34219211.96,29948469.89,2060762.251,2209979.818,1982
1982-04-09,28,35275598.91,29951590.8,2376198.844,2947809.263,1982
1982-04-10,28,33690771.42,29954701.72,1688048.733,2048020.97,1982
1982-04-11,28,32392764.25,29957802.65,1462367.482,972594.1149,1982
1982-04-12,28,30834921.54,29960893.64,2049623.315,-1175595.411,1982
1982-04-13,28,29792434.85,29963974.69,660765.3863,-832305.2257,1982
1982-04-14,28,29749823.64,29967045.84,734958.8041,-952181.0008,1982
1982-04-15,28,28829076.97,29970107.1,1246515.522,-2387545.654,1982
1982-04-16,28,30029559.01,29973158.51,2467007.64,-2410607.141,1982
1982-04-17,28,30823988.9,29976200.09,2292573.762,-1444784.95,1982
1982-04-18,28,32270672.81,29979231.86,2964473.207,-673032.2557,1982
1982-04-19,28,33692100.61,29982253.85,4426865.039,-717018.2787,1982
1982-04-20,28,34346799.15,29985266.09,2547143.008,1814390.055,1982
1982-04-21,28,34387553.75,29988268.6,2492259.844,1907025.309,1982
1982-04-22,28,34720050.39,29991261.41,1906521.452,2822267.53,1982
1982-04-23,28,35218492.66,29994244.55,2106528.968,3117719.146,1982
1982-04-24,28,40911151.01,29997218.04,4043284.794,6870648.178,1982
1982-04-25,28,38845891.93,30000181.91,4331092.995,4514617.022,1982
1982-04-26,28,37784968.96,30003136.19,2647471.148,5134361.618,1982
1982-04-27,28,31597323.41,30006080.91,1745603.749,-154361.2493,1982
1982-04-28,28,31211628.89,30009016.09,1975714.724,-773101.922,1982
1982-04-29,28,29948342.4,30011941.75,2914854.571,-2978453.924,1982
1982-04-30,28,29354737.53,30014857.93,3125449.144,-3785569.547,1982
1982-05-01,28,37976817.45,30017764.66,4183619.65,3775433.143,1982
1982-05-02,28,37531143.04,30020661.95,3389087.854,4121393.236,1982
1982-05-03,28,37748964.14,30023549.84,3176320.056,4549094.24,1982
1982-05-04,28,38212113.01,30026428.37,4032744.968,4152939.677,1982
1982-05-05,28,38630968.43,30029297.54,3388474.414,5213196.474,1982
1982-05-06,28,39734830.46,30032157.4,4086480.032,5616193.025,1982
1982-05-07,28,42213219.27,30035007.98,2903168.468,9275042.827,1982
1982-05-08,28,42075890.05,30037849.29,1995014.872,10043025.89,1982
1982-05-09,28,41545540.3,30040681.37,3493842.387,8011016.546,1982
1982-05-10,28,40454126.75,30043504.24,3388418.211,7022204.298,1982
1982-05-11,28,39351489.76,30046317.94,4071003.645,5234168.178,1982
1982-05-12,28,38735897.64,30049122.48,4305873.526,4380901.63,1982
1982-05-13,28,39166193.3,30051917.91,4255642.964,4858632.429,1982
1982-05-14,28,38128108.56,30054704.24,3230229.567,4843174.757,1982
1982-05-15,28,39429789.26,30057481.5,3570954.887,5801352.876,1982
1982-05-16,28,39775275.99,30060249.72,3047056.453,6667969.82,1982
1982-05-17,28,38670016.2,30063008.92,2503791.371,6103215.906,1982
1982-05-18,28,38305494.27,30065759.14,2323001.394,5916733.735,1982
1982-05-19,28,38005359.68,30068500.4,1577306.09,6359553.191,1982
1982-05-20,28,37486174.99,30071232.72,2688086.217,4726856.052,1982
1982-05-21,28,40101300.13,30073956.13,3680709.177,6346634.818,1982
1982-05-22,28,40769924.16,30076670.67,3285492.44,7407761.053,1982
1982-05-23,28,39772278.83,30079376.34,3547496.767,6145405.722,1982
1982-05-24,28,39996698.22,30082073.18,5427841.071,4486783.964,1982
1982-05-25,28,39839364.84,30084761.22,4454908.747,5299694.87,1982
1982-05-26,28,38274538.53,30087440.48,3216168.035,4970930.013,1982
1982-05-27,28,38318872.79,30090110.99,3334855.869,4893905.936,1982
1982-05-28,28,37931569.53,30092772.76,3029367.435,4809429.335,1982
1982-05-29,28,38227387.45,30095425.83,3223500.916,4908460.705,1982
1982-05-30,28,38169876.75,30098070.22,3862767.874,4209038.659,1982
1982-05-31,28,38387179.85,30100705.95,3550802.841,4735671.057,1982
1982-06-01,28,37289675.85,30103333.05,4679794.925,2506547.871,1982
1982-06-02,28,37546843,30105951.55,1820089.014,5620802.435,1982
1982-06-03,28,37150316.37,30108561.46,2744366.189,4297388.717,1982
1982-06-04,28,37115864.55,30111162.82,1498433.68,5506268.05,1982
1982-06-05,28,36787535.1,30113755.64,564602.2195,6109177.239,1982
1982-06-06,28,36758888.38,30116339.95,-154786.1591,6797334.587,1982
1982-06-07,28,37448786.86,30118915.78,858584.8334,6471286.251,1982
1982-06-08,28,38108114.35,30121483.14,-272030.2118,8258661.426,1982
1982-06-09,28,38757413.52,30124042.06,-125763.1541,8759134.617,1982
1982-06-10,28,38825645.94,30126592.56,80994.88575,8618058.494,1982
1982-06-11,28,39365992.81,30129134.67,492029.0282,8744829.112,1982
1982-06-12,28,39519742.72,30131668.41,-165077.9425,9553152.254,1982
1982-06-13,28,39535109.06,30134193.8,435791.6159,8965123.644,1982
1982-06-14,28,39002910.3,30136710.87,1257767.545,7608431.888,1982
1982-06-15,28,38169999.53,30139219.63,2308952.819,5721827.079,1982
1982-06-16,28,37082438.6,30141720.12,712509.1663,6228209.315,1982
1982-06-17,28,36912475.48,30144212.35,-512774.7945,7281037.925,1982
1982-06-18,28,36066925.58,30146696.35,26612.1393,5893617.094,1982
1982-06-19,28,36206124.06,30149172.13,-265266.4451,6322218.372,1982
1982-06-20,28,34235109.05,30151639.73,183603.5937,3899865.725,1982
1982-06-21,28,37894407.06,30154099.16,133977.2311,7606330.666,1982
1982-06-22,28,37463428.32,30156550.45,142140.0736,7164737.797,1982
1982-06-23,28,37389963.44,30158993.61,172447.1533,7058522.674,1982
1982-06-24,28,36825813.22,30161428.67,139540.753,6524843.792,1982
1982-06-25,28,36603329.89,30163855.66,29259.0743,6410215.159,1982
1982-06-26,28,36268456.06,30166274.58,341685.6549,5760495.825,1982
1982-06-27,28,35791897.99,30168685.47,-93364.1253,5716576.65,1982
1982-06-28,28,35787695.08,30171088.33,399528.1024,5217078.644,1982
1982-06-29,28,34687311.27,30173483.21,1162300.512,3351527.551,1982
1982-06-30,28,34378346.66,30175870.1,241556.4659,3960920.091,1982
1982-07-01,28,35107114.96,30178249.04,-86611.87567,5015477.792,1982
1982-07-02,28,36916017.65,30180620.05,-581246.1567,7316643.757,1982
1982-07-03,28,35515658.89,30182983.14,-140228.1205,5472903.871,1982
1982-07-04,28,28640747.77,30185338.33,-683142.6166,-861447.9472,1982
1982-07-05,28,27861496.15,30187685.65,-741504.4823,-1584685.02,1982
1982-07-06,28,26628827.11,30190025.11,-1455648.692,-2105549.312,1982
1982-07-07,28,32312730.45,30192356.74,609386.128,1510987.58,1982
1982-07-08,28,32603017.89,30194680.55,1048095.317,1360242.019,1982
1982-07-09,28,31048267.69,30196996.57,989561.2145,-138290.098,1982
1982-07-10,28,28125329.71,30199304.82,703271.5331,-2777246.644,1982
1982-07-11,28,29693963.47,30201605.32,817906.4171,-1325548.265,1982
1982-07-12,28,32057278.24,30203898.09,1018970.374,834409.778,1982
1982-07-13,28,31131372.35,30206183.15,239005.9182,686183.2797,1982
1982-07-14,28,29413689.62,30208460.53,-277784.2542,-516986.6606,1982
1982-07-15,28,31712242.29,30210730.26,-151247.516,1652759.547,1982
1982-07-16,28,33199448.26,30212992.35,242626.2733,2743829.638,1982
1982-07-17,28,32749592.33,30215246.83,172210.3735,2362135.13,1982
1982-07-18,28,32884936.06,30217493.72,1157778.336,1509664.006,1982
1982-07-19,28,31641006.68,30219733.05,1054805.337,366468.2959,1982
1982-07-20,28,32995050.6,30221964.84,1239257.43,1533828.332,1982
1982-07-21,28,34598180.55,30224189.11,1506430.035,2867561.401,1982
1982-07-22,28,33886785.62,30226405.9,921819.9772,2738559.742,1982
1982-07-23,28,33337843.99,30228615.22,753563.2422,2355665.525,1982
1982-07-24,28,33018308.4,30230817.1,655012.158,2132479.138,1982
1982-07-25,28,30583283.72,30233011.57,988677.954,-638405.8047,1982
1982-07-26,28,30013446.76,30235198.65,1119922.925,-1341674.811,1982
1982-07-27,28,31203860.11,30237378.36,1510193.333,-543711.5804,1982
1982-07-28,28,29591507.26,30239550.73,706572.6178,-1354616.087,1982
1982-07-29,28,26587491.96,30241715.79,831167.5347,-4485391.364,1982
1982-07-30,28,23966119.19,30243873.56,348337.8202,-6626092.193,1982
1982-07-31,28,24972741.69,30246024.08,38532.29468,-5311814.684,1982
1982-08-01,28,22538103.63,30248167.37,-64770.77293,-7645292.964,1982
1982-08-02,28,23043249.56,30250303.46,-33388.78323,-7173665.114,1982
1982-08-03,28,25643966.88,30252432.38,-116971.9834,-4491493.516,1982
1982-08-04,28,30007623.02,30254554.17,-344711.2291,97780.08337,1982
1982-08-05,28,32199878.82,30256668.85,-576549.683,2519759.653,1982
1982-08-06,28,28821265.47,30258776.46,-684598.9583,-752912.0365,1982
1982-08-07,28,29126562.6,30260877.04,-686431.6466,-447882.7978,1982
1982-08-08,28,28461635.52,30262970.62,-656981.457,-1144353.646,1982
1982-08-09,28,33147447.63,30265057.24,-22489.61459,2904880.009,1982
1982-08-10,28,32179923.53,30267136.92,-219959.4177,2132746.029,1982
1982-08-11,28,29896445.61,30269209.71,-692910.4092,320146.3128,1982
1982-08-12,28,29916579.44,30271275.64,118589.0017,-473285.1979,1982
1982-08-13,28,30139748.14,30273334.74,289572.0009,-423158.6054,1982
1982-08-14,28,29387590.75,30275387.07,325312.0038,-1213108.322,1982
1982-08-15,28,28520131.98,30277432.65,424886.1508,-2182186.818,1982
1982-08-16,28,34470794.7,30279471.52,981817.8797,3209505.302,1982
1982-08-17,28,27641816.48,30281503.72,-148420.2357,-2491267.006,1982
1982-08-18,28,32427183.87,30283529.3,188224.4434,1955430.129,1982
1982-08-19,28,35310596.98,30285548.29,84997.74966,4940050.944,1982
1982-08-20,28,32931904.04,30287560.73,289398.4142,2354944.895,1982
1982-08-21,28,33745084.15,30289566.67,347472.7658,3108044.712,1982
1982-08-22,28,33505367.6,30291566.15,54296.07814,3159505.371,1982
1982-08-23,28,32210016.41,30293559.21,732103.9007,1184353.299,1982
1982-08-24,28,37152817.21,30295545.89,200267.9674,6657003.35,1982
1982-08-25,28,36607236.72,30297526.24,474719.613,5834990.867,1982
1982-08-26,28,30473480.1,30299500.3,-44704.75812,218684.5625,1982
1982-08-27,28,30694990.36,30301468.1,719947.1524,-326424.8955,1982
1982-08-28,28,30145549.41,30303429.71,934483.9172,-1092364.213,1982
1982-08-29,28,30407061.85,30305385.15,787772.641,-686095.9398,1982
1982-08-30,28,30069549.17,30307334.48,1634504.627,-1872289.934,1982
1982-08-31,28,34182040.29,30309277.74,3027309.422,845453.1311,1982
1982-09-01,28,32933670.08,30311214.98,2443059.354,179395.7504,1982
1982-09-02,28,32254523.77,30313146.24,1347567.584,593809.944,1982
1982-09-03,28,25622824.08,30315071.58,1389630.475,-6081877.978,1982
1982-09-04,28,25018290.84,30316991.05,907651.4105,-6206351.621,1982
1982-09-05,28,24421549.21,30318904.69,1621961.128,-7519316.611,1982
1982-09-06,28,25706651.34,30320812.57,2325765.498,-6939926.723,1982
1982-09-07,28,30224697.18,30322714.72,1693528.914,-1791546.454,1982
1982-09-08,28,29802282.43,30324611.21,1722843.092,-2245171.874,1982
1982-09-09,28,29512067.05,30326502.1,1580070.288,-2394505.336,1982
1982-09-10,28,30712299.76,30328387.44,1606246.283,-1222333.959,1982
1982-09-11,28,26122280.04,30330267.28,2324885.005,-6532872.25,1982
1982-09-12,28,23502152.02,30332141.7,2818678.17,-9648667.855,1982
1982-09-13,28,24481080.18,30334010.76,2726586.207,-8579516.785,1982
