date,year,threshold_c,component_count_28c,canonical_area_km2,canonical_sst_area_integral_c_km2,canonical_mean_sst_c,canonical_centroid_lon_360,canonical_centroid_lat,lcc_area_km2,lcc_sst_area_integral_c_km2,lcc_mean_sst_c,lcc_centroid_lon_360,lcc_centroid_lat,yan_gt28_area_km2,yan_gt28_sst_area_integral_c_km2,yan_gt28_mean_sst_c,yan_gt28_centroid_lon_360,yan_gt28_centroid_lat,yan_ge28_sensitivity_area_km2,yan_ge28_sensitivity_sst_area_integral_c_km2,yan_ge28_sensitivity_mean_sst_c,yan_ge28_sensitivity_centroid_lon_360,yan_ge28_sensitivity_centroid_lat,lcc_minus_yan_gt28_area_km2,lcc_minus_yan_gt28_mean_sst_c,canonical_minus_yan_gt28_area_km2,lcc_yan_gt28_centroid_distance_km,lcc_yan_gt28_intersection_area_km2,lcc_yan_gt28_union_area_km2,lcc_yan_gt28_area_jaccard,lcc_area_outside_yan_box_km2,lcc_area_outside_yan_box_fraction,yan_gt28_area_outside_lcc_km2,yan_gt28_area_outside_lcc_fraction,canonical_area_outside_yan_box_km2,canonical_area_outside_yan_box_fraction,yan_operator_sensitivity_area_km2,yan_operator_sensitivity_mean_sst_c
1992-04-18,1992,28,26,43961283.2835,1275530380.77,29.0148577454,188.257343452,-2.99932427624,43675059.6494,1267466124.83,29.0203639102,188.287190717,-2.92545676823,24610053.7186,716002000.959,29.0938820836,166.447426805,-3.73786787239,24684538.3215,718087569.841,29.0905813383,,,19065005.9308,-0.0735181733361,19351229.5649,2425.98146097,24386246.1557,43898867.2123,0.555509690895,19221162.1686,0.44009469759,223807.562857,0.00909415174044,19334513.3966,0.43980775702,74484.602944,-0.00330074525198
1992-04-19,1992,28,26,42893804.9844,1246400002.06,29.0578092224,187.600386255,-3.0597233562,42699166.2512,1240918410.33,29.0618885397,187.536840211,-3.0293689682,23715395.708,690615740.322,29.1209874305,165.766566957,-3.66648801279,23792776.4185,692782400.217,29.1173416684,,,18983770.5432,-0.0590988908024,19178409.2765,2417.59114323,23563475.5856,42851086.3735,0.549892139961,19062892.014,0.44644646928,151920.122361,0.00640597037602,19155693.5371,0.446584152282,77380.7105562,-0.00364576215797
1992-04-20,1992,28,37,42515978.1364,1235564206.05,29.061173239,186.987510484,-2.93379297691,42253204.6314,1228175387.45,29.0670352264,187.063359418,-2.95253327199,23410590.0234,680903977.56,29.0852975888,165.323608344,-3.52002862168,23495592.2346,683284039.473,29.0813712058,,,18842614.608,-0.0182623624429,19105388.113,2414.26622443,23173505.655,42490288.9998,0.545383573529,19011317.9892,0.449937895955,237084.36841,0.0101272273861,19075050.8731,0.448656051423,85002.2111806,-0.00392638303888
1992-04-21,1992,28,33,42241530.6568,1228539483.31,29.0836876459,186.039306404,-2.74846414478,41949963.7484,1220337316.51,29.0903068195,186.173177246,-2.74583903667,23584020.6926,685878363.045,29.0823338389,165.516919904,-3.46973085636,23683489.5309,688663490.518,29.0777881199,,,18365943.0559,0.0079729806135,18657509.9643,2294.85590445,23297980.2379,42236004.2031,0.551614213453,18571497.9803,0.442705936331,286040.454688,0.0121285703747,18611948.5055,0.440607814539,99468.8383082,-0.00454571905367
1992-04-22,1992,28,35,42614237.3317,1239766179.26,29.0927693863,184.864505865,-2.27033169461,42226474.6302,1228802201.35,29.1002791995,184.85788388,-2.25368903968,24459030.752,711317162.241,29.0819848691,165.754784971,-3.09003071511,24541552.5194,713627771.73,29.0783466598,,,17767443.8782,0.0182943304134,18155206.5797,2123.8578184,24136862.1506,42548643.2316,0.567276893394,18013957.2697,0.426603391058,322168.60142,0.0131717648458,18126592.1918,0.42536469797,82521.7674424,-0.00363820926458
1992-04-23,1992,28,33,43371471.7067,1260572696.94,29.0645589678,185.116471984,-1.98395408122,43102975.4437,1253013442.12,29.0702307491,185.179224491,-2.02091704773,24741062.6235,718796561.305,29.0527764407,165.84354442,-2.90551356095,24821355.3582,721044757.876,29.0493708934,,,18361912.8202,0.0174543083749,18630409.0832,2150.25633613,24549196.3977,43294841.6695,0.567023586439,18481020.1978,0.428764372008,191866.225784,0.00775497110629,18604023.7281,0.428946102035,80292.7346595,-0.00340554728731
1992-04-24,1992,28,38,43311712.1413,1257543350.33,29.0347180512,186.109604457,-1.9729811359,42657722.2367,1239118833.01,29.0479371152,185.937817729,-2.03704151946,24160167.6454,701493326.616,29.0351183366,166.177914036,-3.00136730985,24282841.4139,704928192.134,29.0298890528,,,18497554.5913,0.0128187786556,19151544.4958,2197.65070927,23868908.1558,42948981.7264,0.555750269187,18685724.9693,0.438038507203,291259.489676,0.0120553588018,19084322.2034,0.440627286705,122673.768486,-0.00522928371561
1992-04-25,1992,28,42,43079307.9928,1249967791.82,29.0155030353,186.582433212,-1.87720327669,42624386.1771,1237147042.49,29.0243955034,186.676891308,-1.96919980952,23779931.7397,690459228.073,29.0353746862,166.331152437,-2.92659692352,23865894.5987,692866188.125,29.0316453574,,,18844454.4374,-0.0109791828019,19299376.2531,2262.7388926,23585573.4414,42818744.4754,0.550823564082,18967176.6614,0.444984159599,194358.298262,0.00817320673541,19269622.4619,0.447305756747,85962.8589868,-0.0037293288034
1992-04-26,1992,28,43,42472283.5488,1231622924.29,28.9982742011,185.09569577,-1.46272012216,41835480.0825,1213661030.69,29.010328752,185.284611781,-1.64723623385,23700419.1545,688059264.096,29.0315230127,165.774139891,-2.67634583163,23809525.3248,691114236.862,29.0267961009,,,18135060.928,-0.0211942606932,18771864.3943,2170.89811485,23382292.0855,42153607.1515,0.554692555764,18365209.7779,0.438986471332,318127.068991,0.0134228456854,18720486.8262,0.440769491584,109106.17023,-0.00472691176682
1992-04-27,1992,28,32,43408192.3007,1257845026.22,28.9771344891,184.028536206,-1.04796968853,42891777.0679,1243260049.64,28.9859766751,184.206616476,-1.23491904306,24186384.3939,701776030.477,29.0153343736,164.901511507,-2.33937527176,24290731.0077,704697735.665,29.0109727633,,,18705392.674,-0.0293576985273,19221807.9068,2149.05709416,23981871.8022,43096289.6595,0.5564718446,18821205.4558,0.438806846963,204512.591614,0.00845569094924,19172883.1513,0.441688126944,104346.613865,-0.00436161035239
1992-04-28,1992,28,35,43914703.3911,1271992865.86,28.9650792933,183.152737523,-0.795209408496,43583298.2399,1262606487.08,28.9699618447,182.8810201,-0.793878875997,24799240.1533,719340586.41,29.0065575381,164.232825649,-1.94201049535,24905882.856,722326582.084,29.002247632,,,18784058.0865,-0.0365956933716,19115463.2377,2076.88399742,24644989.6003,43737548.7929,0.563474412271,18839233.5022,0.432258095716,154250.553074,0.00621997093944,19068089.588,0.434207409263,106642.702671,-0.0043099060924
1992-04-29,1992,28,35,44270363.8129,1283101210.21,28.9832994287,183.063834229,-0.586055000636,43825922.667,1270554584.22,28.9909374841,182.607811629,-0.557973026563,25072037.8624,727476421.015,29.0154484054,164.114007851,-1.80004854122,25175471.3216,730372557.872,29.0112764342,,,18753884.8046,-0.0245109213348,19198325.9505,2060.57422925,24910009.5255,43987951.0039,0.566291653896,18818487.8715,0.429391709891,162028.33691,0.00646251165537,19152636.4911,0.432628847868,103433.459188,-0.00417197119591
1992-04-30,1992,28,32,45023814.4774,1305366541.95,28.9928020782,184.055647994,-0.451829598534,44514166.1786,1290997569.5,29.0019488251,183.503057481,-0.406415870269,25351374.6698,735361300.598,29.006762362,164.243198052,-1.53964520125,25455399.3822,738273992.544,29.0026481792,,,19162791.5088,-0.00481353690968,19672439.8075,2144.95938236,25203797.0578,44661743.7907,0.56432630969,19215431.0657,0.431670021373,147577.612086,0.00582128638023,19623101.9435,0.435838281836,104024.712344,-0.00411418275286
1992-05-01,1992,28,31,45274036.1612,1312486056.71,28.9898177409,184.420252119,-0.443662940621,45060775.5471,1306471944.41,28.9935521204,184.262545539,-0.441624555672,25502130.3476,740143826.416,29.0228234398,164.408806685,-1.6467784814,25575119.4654,742187521.715,29.0199043926,,,19558645.1995,-0.0292713194266,19771905.8136,2211.29118764,25405730.7126,45157175.182,0.562606731051,19583585.0861,0.434603817806,96399.6349281,0.00378006204244,19751306.1849,0.436261218563,72989.1178212,-0.00291904718794
1992-05-02,1992,28,24,45120549.9821,1308030514.56,28.9896846354,184.965366518,-0.259166724744,44836073.6714,1300005953.65,28.9946430898,184.890604364,-0.223275802434,25170629.8381,730696041.036,29.0297082646,164.579494141,-1.7684149884,25275888.2641,733643276.965,29.0254201672,,,19665443.8334,-0.0350651748899,19949920.1441,2264.60908737,24987367.141,45019336.3684,0.555036327869,19754087.1322,0.440584679135,183262.697019,0.00728081491,19895512.1525,0.440941259812,105258.426018,-0.0042880974177
1992-05-03,1992,28,24,46150682.9475,1336015606.41,28.9489888575,186.040367946,-0.332503101871,45666659.9509,1322383718.44,28.9573119616,186.082955479,-0.463157792703,25691264.8969,744420876.689,28.9756413192,165.119978274,-1.78149101708,25801533.244,747508390.408,28.9714717082,,,19975395.054,-0.0183293575847,20459418.0506,2335.08204395,25393335.0848,45964589.7629,0.55245429614,20180844.2928,0.441916363372,297929.812053,0.0115965412076,20403813.3384,0.442112923044,110268.347107,-0.00416961095369
1992-05-04,1992,28,23,46727162.4161,1351383441.28,28.9207255782,186.976846974,-0.51141797745,46447878.6351,1343510028.24,28.925110634,186.83765566,-0.5257939805,25724573.3431,744777985.435,28.9520053648,165.561397359,-1.7488967375,25818174.4445,747398816.276,28.9485539685,,,20723305.292,-0.0268947307312,21002589.073,2369.20546496,25577958.0616,46594493.9166,0.548948081877,20785264.7322,0.447496534676,146615.281527,0.0056994251983,20959840.2438,0.448557951308,93601.1014456,-0.00345139626022
1992-05-05,1992,28,27,47327922.9524,1368053067.25,28.905833637,188.443303341,-0.617083915829,47073394.5919,1360876453.22,28.909673182,188.212049723,-0.620940036333,25740795.0076,744492160.914,28.9226560677,166.245710368,-1.76721486627,25844969.4466,747409045.206,28.9189370779,,,21332599.5843,-0.0129828856958,21587127.9449,2445.29514416,25632217.6773,47181971.9222,0.543262958986,21348332.1409,0.453511634884,108577.330319,0.00421810322048,21530770.106,0.454927424718,104174.438984,-0.00371898981849
1992-05-06,1992,28,25,46811979.3683,1353153866.2,28.9061450608,189.650696036,-0.667791147204,46509758.3711,1344575337.1,28.9095317668,189.305464789,-0.669600277688,25095053.4677,725657081.887,28.9163393424,166.450133145,-1.975686214,25190429.756,728327617.959,28.9128698881,,,21414704.9034,-0.00680757559286,21716925.9006,2544.80642821,24993978.7833,46610833.0556,0.536226819921,21429462.5069,0.460751963833,101074.684428,0.00402767360339,21668594.4247,0.462885669803,95376.2882812,-0.00346945431775
1992-05-07,1992,28,36,45570377.2472,1316904949.97,28.8982674607,189.585783249,-0.564937666219,45056856.0103,1302419895.95,28.9061424004,189.725967309,-0.507369764302,24326401.4754,703825488.838,28.9325772063,166.555603996,-2.03035196816,24397719.0857,705822381.928,28.9298511655,,,20730454.5349,-0.0264348059297,21243975.7719,2581.27489339,23924252.6969,45459004.7888,0.526281928257,21068043.4384,0.467587961165,402148.77849,0.016531371436,21227341.352,0.465814474978,71317.6103465,-0.00272604080668
1992-05-08,1992,28,48,44646701.8825,1290437735.39,28.9033160566,188.94819541,-0.389558947758,44106290.0984,1275234638.42,28.9127613221,188.469481836,-0.422803476437,23767883.6758,687847514.244,28.940208713,166.162633038,-1.68521663389,23874318.6117,690827692.45,28.9360171356,,,20338406.4227,-0.027447390951,20878818.2067,2483.90611516,23578551.4453,44295622.329,0.532299812161,20436432.4803,0.463345079233,189332.230512,0.0079658851034,20827066.4613,0.466486113937,106434.935931,-0.0041915773916
1992-05-09,1992,28,43,44185661.0438,1277811225.16,28.9191379053,187.126334501,-0.349617216949,43657414.9426,1262952424.53,28.9287037766,186.547679103,-0.291285300134,24159568.1472,700259271.765,28.984759475,165.591038148,-1.46101396248,24254666.5137,702922026.026,28.9808984028,,,19497846.7954,-0.056055698333,20026092.8967,2333.58691259,24003007.1827,43813975.907,0.547839055594,19566201.2268,0.448175899844,156560.964458,0.00648028820316,19984909.7281,0.452294007965,95098.366477,-0.00386107215239
1992-05-10,1992,28,36,43364623.2991,1254170226.25,28.9215063072,184.585034934,-0.299738878794,42888077.3097,1240727935.69,28.9294371192,184.223602926,-0.214208576922,24550426.8252,712130893.233,29.0068640477,165.605756122,-1.46588574655,24639829.2655,714634161.561,29.0032107715,,,18337650.4845,-0.0774269285357,18814196.4739,2074.62109255,24364024.7494,43074479.3855,0.565625518798,18445315.2919,0.43008025654,186402.075846,0.00759262057532,18776483.069,0.432990803114,89402.4402861,-0.00365327624365
1992-05-11,1992,28,28,42921874.5633,1242829778.71,28.9556267372,183.255521247,-0.120650478223,42675291.1153,1235869433.76,28.9598360424,182.999796682,-0.111007492705,24798894.6265,720096742.639,29.0374532205,165.84511563,-1.35819627156,24881541.4535,722410853.795,29.0340072035,,,17876396.4888,-0.0776171781205,18122979.9367,1912.35555249,24691648.0268,42782537.715,0.577143137027,17904018.4514,0.419540628394,107246.5997,0.00432465242163,18091993.7447,0.421509869472,82646.8270218,-0.00344601708146
1992-05-12,1992,28,20,42378967.3877,1228509297.88,28.9886557791,181.472513316,0.0850205876205,42116887.4723,1221097521.96,28.9930618154,181.174752089,0.0734266223561,25185408.2494,732403469.45,29.0804684284,165.503516355,-1.21751063156,25264207.8391,734609857.964,29.0770984248,,,16931479.223,-0.0874066129747,17193559.1383,1748.34281218,25082262.1016,42220033.6201,0.594084370639,16959565.9862,0.402678521705,103146.147786,0.00409547253573,17167929.6012,0.405104953222,78799.5897599,-0.00337000350238
1992-05-13,1992,28,35,42702892.8001,1238548717.59,29.0038598411,180.85717421,0.305747870937,42320948.5926,1227765043.17,29.0108110521,180.544734286,0.307188721561,25652267.5131,746563112.886,29.1032015983,165.442596896,-1.04109490361,25737760.9339,748956928.669,29.0995370807,,,16668681.0795,-0.0923905461638,17050625.287,1685.88931604,25454012.477,42519203.6287,0.598647441735,16792782.7318,0.39679599088,198255.036129,0.00772855795412,17019826.6773,0.398563787165,85493.4207924,-0.00366451762075
1992-05-14,1992,28,27,42804699.2151,1241897462.99,29.0131103772,180.727229159,0.907318519794,42517673.6682,1233782773.33,29.0181156889,180.553648217,0.929076680753,25678138.7463,747529150.659,29.1115005665,165.150826643,-0.80604867036,25757403.2011,749748555.395,29.1080800941,,,16839534.9219,-0.0933848776081,17126560.4688,1723.48480166,25501712.4994,42694099.9151,0.597312334728,16943404.5799,0.398502625335,176426.246893,0.00687067893184,17099833.8817,0.399484967662,79264.4548519,-0.00342047238947
1992-05-15,1992,28,28,43373942.3185,1259033250.18,29.0274109957,180.804671049,1.23934242598,43223089.5974,1254794791.51,29.0306593814,180.793873607,1.25043823667,25882509.8391,753535451.004,29.1136932117,164.846801503,-0.763620578143,25966857.9471,755897198.028,29.1100756036,,,17340579.7582,-0.0830338302807,17491432.4793,1787.21559435,25749311.9833,43356287.4532,0.593900296723,17397627.8367,0.402507733685,133197.85586,0.00514624959819,17457425.242,0.402486477106,84348.1079861,-0.00361760808615
1992-05-16,1992,28,32,43530755.5064,1264837348.3,29.0561772609,180.823086585,1.32036829332,43315996.9829,1258795460.34,29.0607523321,180.758186827,1.35029876583,25777973.3216,750847079.864,29.1274674892,164.497614177,-0.846042089979,25864786.6245,753277852.345,29.1236832254,,,17538023.6613,-0.0667151571453,17752782.1848,1824.38753985,25644038.803,43449931.5016,0.590197450645,17589627.8854,0.406076948716,133934.51867,0.0051956962248,17716309.7525,0.406983741642,86813.3028949,-0.00378426383589
1992-05-17,1992,28,28,44116629.9958,1283467827.01,29.0926080966,179.986397931,1.44877942615,43910211.1538,1277654062.2,29.0969692159,179.858053516,1.47397598125,26477492.6728,771742450.561,29.1471122322,164.247263515,-0.614192038169,26604163.2319,775289226.215,29.14165048,,,17432718.481,-0.050143016314,17639137.323,1751.15975269,26376795.1904,44010908.6362,0.599324031422,17411289.2728,0.396520281168,100697.482414,0.00380313512531,17565068.2196,0.398150725049,126670.559057,-0.00546175222607
1992-05-18,1992,28,20,43435628.4026,1264995072.39,29.1234435626,180.29813623,1.42378838867,43310916.5696,1261479894.8,29.1261417377,180.264821188,1.45653996147,26028110.8139,759209565.965,29.1688310148,164.504672379,-0.627161290983,26114479.3001,761627883.577,29.1649653369,,,17282805.7557,-0.0426892770586,17407517.5887,1767.55971617,25929743.2425,43409284.1409,0.597331740334,17303087.5113,0.399508689304,98367.5713624,0.00377928202572,17370744.606,0.39991926547,86368.4861547,-0.00386567789297
1992-05-19,1992,28,23,42930892.9364,1250814692.37,29.1355386953,179.894319027,1.50755735591,42767735.7705,1246209970.44,29.1390214607,179.707820004,1.51299699072,25618102.0423,747335454.422,29.1721632301,164.187914477,-0.500496245605,25709660.3596,749899087.307,29.1679888734,,,17149633.7282,-0.033141769429,17312790.8941,1740.04448086,25522760.7605,42863077.0523,0.595448635882,17157918.2717,0.401188371622,95341.281803,0.00372163720973,17267798.179,0.402223131129,91558.3173053,-0.00417435669918
1992-05-20,1992,28,24,42720574.8926,1244323694.31,29.1270353322,179.314007571,1.40888603566,42517733.0748,1238598219.13,29.1313324948,179.108732552,1.38281573311,25847512.0645,753910669.344,29.1676300397,164.37708852,-0.530793967677,25918551.6814,755899778.617,29.1644297069,,,16670221.0103,-0.0362975448664,16873062.8281,1651.7278763,25738699.4323,42626545.707,0.603818559666,16710962.4572,0.393035123198,108812.632158,0.00420979132871,16848634.7071,0.394391572432,71039.6169052,-0.00320033278578
1992-05-21,1992,28,29,42743878.5478,1245451384.83,29.1375379854,178.98761642,1.39576457993,42407027.7491,1235939505.08,29.1446859325,178.67301897,1.36162495183,26025974.9051,759688800.812,29.1896385662,164.421733592,-0.439972692312,26098452.5267,761718174.218,29.1863348387,,,16381052.844,-0.0449526337019,16717903.6427,1597.16910281,25895309.96,42537692.6942,0.608761508201,16445939.948,0.387811662852,130664.945127,0.00502055909927,16691286.493,0.390495365888,72477.6216426,-0.00330372744525
1992-05-22,1992,28,27,42756717.4164,1246503690.94,29.1534001267,179.918955818,1.34236008165,42316082.9043,1233992800.32,29.161319187,179.41718603,1.29493271626,25631406.7803,748811647.603,29.2146136973,164.601163188,-0.624977477607,25709042.1909,750985439.102,29.2109458425,,,16684676.124,-0.0532945102855,17125310.6361,1661.13867809,25510485.5767,42437004.1078,0.601137759677,16738477.7143,0.39555829759,120921.203509,0.00471769671271,17092798.1874,0.39976871987,77635.4106726,-0.00366785477643
1992-05-23,1992,28,20,42700785.4399,1245521289.82,29.1685803198,179.910699144,1.35509338178,42515181.9366,1240289885.82,29.172870239,179.899131206,1.31834541796,25628351.6088,748739162.412,29.2152680688,164.463218714,-0.594443193472,25702893.0977,750826324.102,29.2117436449,,,16886830.3278,-0.0423978297711,17072433.8311,1729.41215245,25498561.9099,42644971.6355,0.597926576852,16948088.2326,0.398636145035,129789.698865,0.00506430147541,17043752.8141,0.399143777768,74541.4889207,-0.00352442392153
1992-05-24,1992,28,16,43651573.4687,1273000604.4,29.1627655831,179.434874759,1.56910868454,43512914.6629,1269096641.52,29.1659763855,179.433853965,1.53782792988,26246953.6532,766519858.38,29.204145689,163.912316038,-0.269267276195,26331605.3271,768890105.249,29.2002745635,,,17265961.0097,-0.0381693035079,17404619.8155,1737.39964862,26106802.5544,43653065.7617,0.598051983265,17332753.831,0.398335849604,140151.098779,0.00533970915754,17366565.1097,0.397845111405,84651.67389,-0.00387112547511
1992-05-25,1992,28,18,43681128.6326,1273411145.56,29.1524323071,180.108461904,1.7796916205,43457631.8455,1267118064.59,29.1575497969,179.908551638,1.78426897984,26025151.877,760029595.344,29.2036564834,164.36707761,-0.0972557079222,26096292.2698,762021526.341,29.2003752282,,,17432479.9685,-0.0461066864652,17655976.7556,1740.48945423,25906590.466,43576193.2565,0.594512474128,17484492.525,0.402334222608,118561.410985,0.00455564722718,17631433.3309,0.403639600963,71140.3927495,-0.00328125520961
1992-05-26,1992,28,23,43144940.7619,1258847985.94,29.1771865649,181.13379995,2.06496318085,42837053.8711,1250172799.62,29.1843786312,181.377830903,2.10981765329,25473376.9597,744239187.729,29.2163535642,164.868115247,-0.0339090092783,25522392.787,745611630.894,29.2140175537,,,17363676.9114,-0.031974933003,17671563.8021,1850.80309901,25212026.8436,43098403.9872,0.584987482394,17586512.6118,0.41054440076,261350.116059,0.0102597357418,17666878.3475,0.4094774042,49015.8273188,-0.00233601045008
1992-05-27,1992,28,30,42883266.3132,1250667892.08,29.1644736888,181.967422583,1.90906970875,42533112.9381,1240812170.13,29.1728510897,182.128265272,1.94389964416,24876425.1713,725425675.498,29.1611704858,165.112687723,-0.249367301532,24932432.0807,726993868.96,29.1585620932,,,17656687.7668,0.0116806039618,18006841.1419,1907.38006557,24623547.9908,42785990.1187,0.575504923982,17863390.1903,0.419987839033,252877.180574,0.0101653344012,17992094.584,0.419559798748,56006.9093494,-0.00260839255173
1992-05-28,1992,28,35,42867717.2663,1249310467.62,29.143386849,183.069369495,1.61839260815,42510063.4885,1239233432.56,29.1515309757,183.029679668,1.55798004276,24509707.6146,713761154.502,29.1215695318,165.005253378,-0.502696605361,24582851.5689,715809185.222,29.1182324075,,,18000355.8739,0.0299614438839,18358009.6517,2017.09060392,24352865.4383,42666905.6648,0.570767086548,18093837.0036,0.425636555648,156842.176282,0.00639918593679,18326126.0489,0.427504127059,73143.9542595,-0.00333712426737
1992-05-29,1992,28,36,42966638.3817,1252258089.84,29.1448932707,182.093714238,1.88716392714,42523985.5573,1239780615.89,29.1548545989,181.917835977,1.85163563608,24863912.8453,724503650.684,29.1387624784,164.739353994,-0.140987830456,24936926.8342,726548042.374,29.1354282427,,,17660072.7119,0.0160921204905,18102725.5364,1922.66144005,24718732.5124,42669165.8902,0.579311359777,17743557.3994,0.417259980851,145180.332939,0.00583899782154,18070969.8571,0.420581421719,73013.9889049,-0.00333423567053
1992-05-30,1992,28,36,42302459.5932,1232786254.51,29.1421885716,180.324496408,2.24099863462,42094791.4442,1226939248.25,29.1470561121,180.288962712,2.2374588408,24933829.5789,726675578.445,29.1441623977,164.302604157,0.168088671097,24998211.9063,728478283.612,29.1412156334,,,17160961.8653,0.0028937144217,17368630.0143,1791.94854613,24809201.6069,42219419.4163,0.587625361738,17227251.1716,0.409248996861,124627.972068,0.00499834859596,17344770.5283,0.410018015386,64382.3274055,-0.00294676428733
1992-05-31,1992,28,33,41949648.1864,1221581399,29.1201822141,178.858426894,2.58761506553,41790083.0712,1217095170.86,29.1240189398,178.781469253,2.58940186854,25277957.1935,736069649.071,29.1190321843,164.28903508,0.537279422649,25368207.5634,738596659.427,29.1150510962,,,16512125.8776,0.00498675554015,16671690.9929,1626.88008403,25175346.8202,41892693.4445,0.60094839339,16535722.896,0.395685332041,102610.373312,0.00405928265984,16622766.0231,0.396255195019,90250.3698684,-0.0039810880714
1992-06-01,1992,28,23,41795611.8076,1215024432.46,29.0706220082,178.618186066,2.8285793052,41613451.7797,1209879225.44,29.07423378,178.437133728,2.81294044058,25280830.2463,735142622.636,29.0790537919,164.44930917,0.746005846415,25357798.9682,737297746.849,29.0757785317,,,16332621.5334,-0.00482001192461,16514781.5613,1571.43695917,25145073.5407,41749208.4852,0.602288629008,16394434.0512,0.393969578347,135756.705548,0.00536994648614,16476861.6748,0.39422467963,76968.7218961,-0.00327526025925
1992-06-02,1992,28,38,40917940.5533,1188094990.58,29.0360407811,177.919052648,2.84727766715,40655970.3685,1180732800.22,29.0420518689,177.763237803,2.8264898858,24989494.7027,725661357.398,29.0386566848,164.437601518,0.689439013712,25076591.0817,728100056.01,29.0350492074,,,15666475.6658,0.00339518410786,15928445.8506,1499.90191441,24839102.4412,40806362.63,0.608706604567,15738870.0555,0.387123217397,150392.261473,0.00601821938628,15880398.3069,0.388103557809,87096.3789907,-0.00360747742646
1992-06-03,1992,28,30,41168329.5253,1195475315.01,29.0387132244,177.784422006,2.99986344986,40963199.6791,1189688996.96,29.0428727803,177.744674064,2.99495573294,25001959.4246,726278301.347,29.0488552922,164.321624771,0.83478439443,25082690.6279,728538775.039,29.0454794443,,,15961240.2545,-0.00598251188497,16166370.1008,1510.86694323,24856313.355,41108845.7487,0.604646345629,16035130.253,0.391452093064,145646.069607,0.00582538620807,16125425.2429,0.391694912783,80731.2032851,-0.00337584795307
1992-06-04,1992,28,31,40780742.4029,1183208381.19,29.0138999802,177.290248572,3.35334729817,40453443.7716,1173967554.15,29.020212983,177.260093395,3.29772206929,24763772.1132,718722897.74,29.0231590913,164.356274497,1.25709195254,24880933.1293,722003406.194,29.0183411707,,,15689671.6585,-0.00294610832078,16016970.2898,1451.47276263,24520537.4634,40696678.4214,0.602519380315,15827070.0808,0.391241600348,243234.649802,0.00982219706635,15937246.4803,0.390803245385,117161.016188,-0.00481792054311
1992-06-05,1992,28,29,40894832.3771,1186055827.12,29.0025843897,177.296688275,3.50258111078,40797031.9751,1183308394.69,29.004766705,177.319912988,3.49292768419,24676971.6739,715927655.204,29.0119737813,164.232609723,1.42065255298,24776177.454,718705417.046,29.007921758,,,16120060.3012,-0.00720707628216,16217860.7032,1471.96828811,24584742.8921,40889260.7568,0.601251830849,16124398.3378,0.395234593233,92228.7817766,0.00373744327284,16156827.598,0.395082377377,99205.7800717,-0.00405202330222
1992-06-06,1992,28,24,41058317.8726,1189995544.84,28.9830564549,177.374014904,3.40684924498,40844923.6122,1183998860.74,28.9876625056,177.237577462,3.38425844623,24908549.2617,721385769.844,28.961372349,164.595071047,1.36853931619,24993795.7942,723772672.751,28.9580933889,,,15936374.3505,0.0262901565609,16149768.6109,1422.26993218,24820260.969,40933211.905,0.606359965757,15943141.366,0.390333484704,88288.2927166,0.0035444975855,16099732.8586,0.392118666637,85246.5324154,-0.00327896009838
1992-06-07,1992,28,22,40501357.6166,1173022819.6,28.9625555444,177.210205146,3.27867132268,40387707.8184,1169827615.72,28.9649420308,177.258935559,3.24771792636,24674871.391,713848615.469,28.9301858623,164.843534183,1.19463968854,24767132.9143,716431938.123,28.9267207715,,,15712836.4274,0.0347561684791,15826486.2256,1398.17949907,24586599.6438,40475979.5657,0.607436803448,15715660.5372,0.389119892811,88271.7472073,0.00357739441915,15771694.3317,0.389411497781,92261.5233499,-0.00346509081006
1992-06-08,1992,28,35,39527032.7759,1144012745.39,28.9425404603,176.797675926,3.1064163905,39078057.9384,1131348762.14,28.9509976141,177.144427722,3.002191117,24000913.3361,693656746.658,28.901264587,163.970639733,0.83470631355,24089574.908,696139270.67,28.8979474868,,,15077144.6023,0.0497330270787,15526119.4398,1483.65475083,23739333.7702,39339637.5043,0.603445666412,15260526.053,0.390513931808,261579.565903,0.0108987338206,15478778.2124,0.391599802094,88661.571856,-0.00331710024984
1992-06-09,1992,28,34,38920884.4667,1127733814.8,28.9750305075,176.045206162,3.33781736879,38406518.3668,1113216868.58,28.9851024231,176.270656468,3.20263657387,23657986.4844,684773903.566,28.9447246078,163.227793971,0.77629842829,23745118.384,687213596.755,28.9412579732,,,14748531.8824,0.0403778153202,15262897.9823,1474.21345975,23455167.6786,38609337.1726,0.607499879467,14873944.6668,0.387276569169,202818.805759,0.00857295298112,15217086.4272,0.39097483615,87131.8996116,-0.00346663463018
1992-06-10,1992,28,32,39107590.8159,1133447977.96,28.9828126537,175.31164796,3.52132850426,38830079.7777,1125622437.58,28.9884142402,175.296252112,3.49676028542,23726187.9813,687419051.341,28.9730087228,163.185547066,0.976282081667,23819718.1039,690037894.775,28.9691881224,,,15103891.7964,0.0154055173972,15381402.8346,1374.39117591,23506929.8149,39049337.9441,0.601980239679,15234970.5944,0.392349711399,219258.166402,0.00924118811565,15329193.0565,0.391974875891,93530.1226505,-0.003820600428
